,0,1,2,3,4,5,6,output
187,1,95,1,46,1,92,46,1
188,95,1,46,1,92,46,1,1
189,46,1,92,46,1,115,115,1
190,92,46,1,115,115,12,115,1
191,28,70,76,70,66,100,94,1
192,66,100,94,12,115,109,72,1
193,94,76,110,86,110,110,27,0
194,110,110,27,10,31,110,27,0
198,61,19,12,19,61,19,12,1
200,5,83,22,22,103,50,22,0
201,22,22,103,50,22,22,31,0
202,50,22,22,31,78,31,81,0
203,78,31,81,3,31,78,103,0
204,81,3,31,78,103,22,31,0
205,103,22,31,78,31,3,81,0
206,31,81,52,81,67,73,67,0
207,52,81,67,73,67,22,31,0
208,67,22,31,78,31,3,81,0
209,3,81,3,31,78,103,72,0
210,49,3,57,3,49,67,5,0
211,49,67,5,58,31,3,57,0
212,3,72,49,54,72,67,58,0
213,54,72,67,58,5,31,58,0
214,5,31,58,3,31,57,3,0
215,3,31,57,3,57,31,3,0
216,49,104,3,49,104,3,49,0
217,3,49,3,31,27,24,27,0
218,31,27,24,27,3,31,50,0
219,31,50,3,31,24,119,27,0
220,24,119,27,3,31,22,50,0
221,30,58,68,104,68,22,50,0
222,22,103,85,52,3,85,81,0
223,81,3,31,58,3,22,50,0
224,68,67,73,73,67,22,50,0
225,22,103,85,52,3,85,81,0
226,54,15,85,54,68,85,54,1
227,54,68,85,54,100,115,68,1
228,54,100,115,68,100,115,68,1
229,100,115,68,100,115,68,100,1
230,100,115,68,100,100,115,15,1
231,100,100,115,15,100,115,15,1
232,40,5,72,50,24,22,50,0
233,78,103,81,3,22,103,3,1
234,3,110,115,110,80,100,100,1
235,110,80,100,100,94,115,58,0
236,100,94,115,58,5,31,58,0
237,5,31,58,3,31,22,103,0
238,78,103,81,3,22,103,3,1
239,103,3,110,115,110,80,100,1
240,115,110,80,100,62,115,100,1
241,52,10,72,109,72,49,102,0
242,72,109,72,49,102,52,31,0
243,58,57,5,3,58,57,103,0
244,78,103,81,3,22,103,3,1
245,110,115,110,80,100,62,57,1
246,81,70,39,3,15,100,110,0
247,15,100,110,85,31,102,57,0
248,3,31,24,50,27,119,50,0
249,50,103,31,78,103,81,44,0
