,0,1,2,3,4,5,6,output
365,23,107,107,107,107,107,107,0
366,107,107,107,107,107,107,107,0
367,107,107,107,107,107,107,77,0
368,23,107,107,107,107,107,107,0
369,107,107,107,107,107,107,107,0
370,107,107,107,107,107,107,77,0
371,144,49,49,81,49,49,126,0
372,49,81,49,49,126,49,77,0
373,49,49,126,49,77,72,77,0
374,126,49,77,72,77,72,77,0
375,77,72,77,72,77,72,77,0
376,77,72,77,72,77,72,77,0
377,77,72,77,72,77,72,77,0
378,77,72,77,72,77,72,77,0
379,77,72,77,72,77,72,77,0
380,77,72,77,72,77,72,77,0
381,77,72,77,72,77,72,77,0
382,77,72,77,72,77,72,77,0
383,77,72,77,72,77,72,77,0
384,77,72,77,72,77,72,77,0
385,77,72,77,72,77,72,77,0
386,77,72,77,72,77,72,77,0
387,13,13,39,110,23,110,23,1
388,23,29,134,29,23,19,142,0
389,29,23,19,142,142,77,142,0
390,19,142,142,77,142,142,77,0
391,142,142,77,142,142,77,142,1
392,77,142,142,77,142,77,134,1
393,142,77,142,77,134,29,134,1
394,142,77,134,29,134,29,134,1
395,134,29,134,29,134,29,134,1
396,134,29,134,29,134,23,90,1
397,39,39,81,144,39,110,110,0
398,81,144,39,110,110,112,77,0
399,39,110,110,112,77,112,77,0
400,77,112,77,112,77,112,80,0
401,77,112,80,112,77,112,80,0
402,80,112,77,112,80,112,77,0
403,80,112,77,112,77,29,29,1
404,144,49,49,81,49,49,126,0
405,49,81,49,49,126,49,77,0
406,49,49,126,49,77,72,77,0
407,126,49,77,72,77,72,77,0
408,77,72,77,72,77,72,77,0
409,77,72,77,72,77,72,77,0
410,77,72,77,72,77,72,77,0
411,77,72,77,72,77,72,77,0
412,77,72,77,72,77,72,77,0
413,77,72,77,72,77,72,77,0
414,77,72,77,72,77,72,77,0
415,77,72,77,72,77,72,77,0
416,77,72,77,72,77,72,77,0
417,77,72,77,72,77,72,77,0
418,77,72,77,72,77,72,77,0
419,77,72,77,72,77,72,77,0
420,148,59,22,149,65,100,19,0
421,102,67,124,44,125,50,123,1
422,69,75,37,97,17,46,11,2
423,148,59,22,149,65,100,19,0
424,102,67,124,44,125,50,123,1
425,69,75,37,97,17,46,11,2
426,148,59,22,149,65,100,19,0
427,129,129,4,4,129,129,123,1
428,69,75,37,97,17,46,11,2
429,145,94,130,36,73,36,130,0
430,129,36,130,136,103,36,22,0
431,129,14,64,129,14,64,145,2
432,36,103,136,36,45,130,136,0
433,36,45,130,136,36,77,22,0
434,36,77,22,16,77,22,2,0
435,36,103,136,36,45,130,136,0
436,36,45,130,136,36,77,22,0
437,36,77,22,16,77,22,2,0
438,93,93,93,51,107,2,119,0
439,93,51,107,2,119,22,77,0
440,116,34,96,58,116,2,22,0
441,115,146,32,37,32,146,22,0
442,146,32,37,32,146,22,22,0
443,32,37,32,146,22,22,77,0
444,52,52,52,52,146,115,146,1
445,52,52,146,115,146,44,134,1
446,112,45,45,45,45,45,44,1
447,107,2,23,23,2,23,23,1
448,2,23,23,112,134,29,58,1
449,134,29,58,44,134,29,58,1
450,134,29,58,82,134,29,58,1
451,134,29,58,44,134,29,58,1
452,134,29,58,112,134,29,58,1
453,134,29,58,146,134,29,58,1
454,146,134,29,58,44,134,29,0
455,134,29,58,77,29,2,58,1
456,29,2,58,112,134,29,58,1
457,134,29,58,44,134,29,58,1
458,134,29,58,82,134,29,58,1
459,134,29,58,44,134,29,58,1
460,134,29,58,112,134,29,58,1
461,134,29,58,146,134,29,58,1
462,115,134,29,58,29,2,58,1
463,29,2,58,112,134,29,58,1
464,134,29,58,112,134,29,58,1
465,134,29,58,112,134,29,58,1
466,134,29,58,112,134,29,58,1
467,26,78,114,120,56,120,138,1
468,120,138,114,134,124,119,67,1
469,67,119,134,44,146,112,44,0
470,119,134,44,146,112,44,82,0
471,2,58,116,148,116,2,124,1
472,102,96,16,52,107,51,107,0
473,52,107,51,107,16,77,44,0
474,89,51,39,89,51,45,52,0
475,146,112,44,112,44,82,44,0
476,44,112,44,82,44,82,77,0
477,44,82,44,82,77,82,77,0
478,44,82,77,82,77,80,77,0
479,16,82,16,107,148,107,16,0
480,148,107,16,44,77,119,116,0
481,16,44,77,119,116,119,77,0
482,116,119,77,44,77,119,116,0
483,44,77,119,116,119,77,115,1
484,119,116,119,77,115,44,134,1
485,115,44,134,28,134,44,115,1
486,134,28,134,44,115,44,134,1
487,80,16,107,148,140,116,2,0
488,116,148,148,58,2,119,119,0
489,119,82,77,2,2,119,2,0
490,77,2,2,119,2,80,77,0
491,94,84,94,51,107,2,16,0
492,72,103,89,51,34,140,51,0
493,136,130,133,133,73,2,119,0
494,77,82,142,54,146,2,119,0
495,82,142,54,146,146,54,142,0
496,80,52,109,136,6,109,16,0
497,80,77,36,109,6,52,80,0
498,6,52,80,16,77,142,103,0
499,80,52,109,136,6,109,16,0
500,80,77,36,109,6,52,80,0
501,6,52,80,16,77,142,103,0
502,80,52,109,136,6,109,16,0
503,80,77,36,109,6,52,80,0
504,6,52,80,16,77,142,103,0
505,80,52,109,136,6,109,16,0
506,80,77,36,109,6,52,80,0
507,6,52,80,16,77,142,103,0
508,52,80,16,77,142,103,80,0
509,136,130,133,133,73,2,119,0
510,77,82,142,54,146,2,119,0
511,82,142,54,146,146,54,142,0
512,80,52,109,136,6,109,16,0
513,80,77,36,109,6,52,80,0
514,6,52,80,16,77,142,103,0
515,80,52,109,136,6,109,16,0
516,80,77,36,109,6,52,80,0
517,6,52,80,16,77,142,103,0
518,80,52,109,136,6,109,16,0
519,80,77,36,109,6,52,80,0
520,6,52,80,16,77,142,103,0
521,80,52,109,136,6,109,16,0
522,80,77,36,109,6,52,80,0
523,6,52,80,16,77,142,103,0
524,52,80,16,77,142,103,80,0
525,136,130,133,133,73,2,119,0
526,77,82,142,54,146,2,119,0
527,82,142,54,146,146,54,142,0
528,80,52,109,136,6,109,16,0
529,80,77,36,109,6,52,80,0
530,6,52,80,16,77,142,103,0
531,80,52,109,136,6,109,16,0
532,80,77,36,109,6,52,80,0
533,6,52,80,16,77,142,103,0
534,80,52,109,136,6,109,16,0
535,80,77,36,109,6,52,80,0
536,6,52,80,16,77,142,103,0
537,80,52,109,136,6,109,16,0
538,80,77,36,109,6,52,80,0
539,6,52,80,16,77,142,103,0
540,52,80,16,77,142,103,80,0
541,2,22,82,22,2,116,2,0
542,2,59,2,124,119,2,59,0
543,2,124,119,2,59,82,77,0
544,22,2,116,2,22,82,22,0
545,22,2,59,19,116,116,116,1
546,19,116,116,116,124,134,44,1
547,29,124,29,29,29,5,142,0
548,29,5,142,82,77,82,142,0
549,77,82,142,82,77,22,142,0
550,77,22,142,82,77,82,142,0
551,17,146,54,112,44,142,82,0
552,9,120,65,34,96,116,119,0
553,9,120,65,34,96,116,119,0
554,119,116,96,98,27,3,123,1
555,136,145,145,12,20,109,16,0
556,20,109,16,45,77,22,82,0
557,16,45,77,22,82,119,77,0
558,77,22,82,119,77,119,77,0
559,82,119,77,119,77,119,77,0
560,119,77,119,77,119,77,119,0
561,119,77,119,77,119,77,77,0
562,119,77,119,77,77,82,77,0
563,119,77,77,82,77,44,77,0
564,82,77,44,77,82,77,44,0
565,44,77,82,77,44,82,77,0
566,82,77,44,82,77,119,77,0
567,44,82,77,119,77,44,77,0
568,77,119,77,44,77,82,77,0
569,77,44,77,82,77,119,77,0
570,83,143,99,143,109,109,16,0
571,143,109,109,16,45,77,22,0
